"sec"    "mA"    "mV"
423.864   -0.659733712673187   177.184829711914
423.963   -0.645890951156616   175.059219360352
424.063   -0.653786659240723   173.161483764648
424.162   -0.651812732219696   171.035873413086
424.262   -0.639969170093536   169.783340454102
424.361   -0.657759785652161   167.277801513672
424.461   -0.645890951156616   164.051727294922
424.56   -0.647864878177643   161.73616027832
424.66   -0.6320481300354   160.635696411133
424.759   -0.635995984077454   158.358016967773
424.859   -0.626126348972321   155.662994384766
424.958   -0.624152421951294   155.928756713867
425.058   -0.6320481300354   154.524154663086
425.157   -0.628100275993347   152.019088745117
425.257   -0.626126348972321   149.134582519531
425.356   -0.624152421951294   147.50212097168
425.455   -0.6320481300354   145.034957885742
425.555   -0.628100275993347   142.22624206543
425.654   -0.630074203014374   140.707946777344
425.754   -0.622153162956238   138.544448852539
425.853   -0.614257454872131   136.153076171875
425.953   -0.630074203014374   133.230178833008
426.052   -0.614257454872131   131.977645874023
426.152   -0.612283527851105   130.459365844727
426.251   -0.604362487792969   127.916404724121
426.351   -0.608335673809052   126.246040344238
426.45   -0.614257454872131   123.589393615723
426.55   -0.612283527851105   122.260581970215
426.649   -0.620179235935211   119.224006652832
426.749   -0.602388560771942   117.629920959473
426.848   -0.596466779708862   115.883766174316
426.948   -0.590519726276398   115.010681152344
427.047   -0.596466779708862   112.695594787598
427.146   -0.608335673809052   110.987335205078
427.246   -0.596466779708862   108.861724853516
427.345   -0.586571872234344   107.457122802734
427.445   -0.582624018192291   105.331520080566
427.544   -0.592518925666809   103.69953918457
427.644   -0.586571872234344   101.498138427734
427.743   -0.596466779708862   98.9930725097656
427.843   -0.584597945213318   97.0569534301758
427.942   -0.590519726276398   95.8044204711914
428.042   -0.598440706729889   94.0203704833984
428.141   -0.586571872234344   91.6668930053711
428.241   -0.590519726276398   89.1618347167969
428.34   -0.596466779708862   87.0362319946289
428.44   -0.598440706729889   85.176383972168
428.539   -0.588545799255371   83.5822982788086
428.639   -0.586571872234344   81.8740386962891
428.738   -0.580650091171265   79.0274276733398
428.837   -0.582624018192291   78.2680358886719
428.937   -0.570755124092102   75.2314529418945
429.036   -0.586571872234344   72.1569747924805
429.136   -0.582624018192291   69.689811706543
429.235   -0.590519726276398   67.1847534179688
429.335   -0.598440706729889   64.755485534668
429.434   -0.596466779708862   61.7568016052246
429.534   -0.592518925666809   60.0485420227051
429.633   -0.592518925666809   58.2644882202148
429.733   -0.586571872234344   55.8352203369141
429.832   -0.568781197071075   55.0763206481934
429.932   -0.574702978134155   52.3055000305176
430.031   -0.568781197071075   50.3314781188965
430.131   -0.574702978134155   48.5095252990723
430.23   -0.576702237129211   45.5487365722656
430.329   -0.558886229991913   44.2204132080078
430.429   -0.576702237129211   40.9180717468262
430.528   -0.580650091171265   37.5020370483398
430.628   -0.556912302970886   36.211612701416
430.727   -0.574702978134155   33.2887191772461
430.827   -0.574702978134155   31.8462200164795
430.926   -0.566807270050049   30.3658256530762
431.026   -0.562859416007996   27.936559677124
431.125   -0.562859416007996   26.9118938446045
431.225   -0.576702237129211   23.9132080078125
431.324   -0.574702978134155   22.0154666900635
431.424   -0.574702978134155   19.0167808532715
431.523   -0.562859416007996   17.7642498016357
431.623   -0.55493837594986   15.9423007965088
431.722   -0.570755124092102   14.2340412139893
431.822   -0.560885488986969   13.2851696014404
431.921   -0.560885488986969   10.9700794219971
432.021   -0.562859416007996   8.84447193145752
432.12   -0.582624018192291   5.54212760925293
432.219   -0.580650091171265   3.41651964187622
432.319   -0.574702978134155   2.39136958122253
432.418   -0.564833343029022   0.303658246994019
432.518   -0.558886229991913   -1.51829123497009
432.621   -0.55493837594986   -3.3781373500824
432.725   -0.566807270050049   -6.18685483932495
432.828   -0.570755124092102   -8.95767593383789
432.932   -0.564833343029022   -10.590142250061
433.035   -0.570755124092102   -12.791543006897
433.139   -0.558886229991913   -16.0559902191162
433.242   -0.564833343029022   -17.8016605377197
433.346   -0.564833343029022   -19.8135795593262
433.449   -0.568781197071075   -22.584400177002
433.553   -0.564833343029022   -25.0894584655762
433.656   -0.576702237129211   -27.9744548797607
433.76   -0.564833343029022   -29.8721981048584
433.863   -0.576702237129211   -32.8329887390137
433.967   -0.552964448928833   -32.2635688781738
434.07   -0.574702978134155   -34.9585952758789
434.174   -0.558886229991913   -36.6284713745117
434.277   -0.562859416007996   -38.1467628479004
434.381   -0.55493837594986   -40.1965789794922
434.484   -0.55493837594986   -44.8272476196289
434.588   -0.560885488986969   -45.1688003540039
434.691   -0.552964448928833   -46.1181564331055
434.794   -0.547042667865753   -47.901725769043
434.898   -0.539121627807617   -49.3063278198242
435.001   -0.55493837594986   -51.0145874023438
435.105   -0.550990521907806   -51.8876647949219
435.208   -0.55493837594986   -55.2279052734375
435.312   -0.564833343029022   -58.3023834228516
435.415   -0.574702978134155   -60.9211349487305
435.519   -0.552964448928833   -63.2746047973633
435.622   -0.55493837594986   -65.2102432250977
435.726   -0.547042667865753   -67.2221603393555
435.829   -0.54306948184967   -69.3856658935547
435.933   -0.545068740844727   -69.9929809570313
436.036   -0.552964448928833   -72.2706604003906
436.14   -0.552964448928833   -75.307243347168
436.243   -0.54901659488678   -77.8123092651367
436.347   -0.560885488986969   -79.9379119873047
436.45   -0.55493837594986   -81.8735504150391
436.554   -0.556912302970886   -83.6955032348633
436.657   -0.558886229991913   -86.9599533081055
436.761   -0.55493837594986   -88.2882690429688
436.864   -0.547042667865753   -91.4769287109375
436.968   -0.55493837594986   -93.1468048095703
437.071   -0.552964448928833   -93.4125671386719
437.174   -0.560885488986969   -96.4112548828125
437.278   -0.558886229991913   -99.5241165161133
437.381   -0.556912302970886   -102.029174804688
437.485   -0.556912302970886   -103.81322479248
437.588   -0.550990521907806   -105.748863220215
437.692   -0.55493837594986   -107.988159179688
437.795   -0.54901659488678   -110.00008392334
437.899   -0.566807270050049   -112.315658569336
438.002   -0.539121627807617   -113.036659240723
438.106   -0.54901659488678   -117.325775146484
438.209   -0.545068740844727   -117.21208190918
438.313   -0.55493837594986   -119.64134979248
438.416   -0.550990521907806   -121.80485534668
438.52   -0.566807270050049   -125.410858154297
438.623   -0.54901659488678   -127.19490814209
438.727   -0.562859416007996   -130.003631591797
438.83   -0.55493837594986   -131.749786376953
438.934   -0.537147700786591   -133.533843994141
439.037   -0.552964448928833   -135.507369995117
439.141   -0.558886229991913   -138.353988647461
439.244   -0.54901659488678   -140.062240600586
439.347   -0.568781197071075   -142.415725708008
439.451   -0.552964448928833   -144.351364135742
439.554   -0.550990521907806   -146.36328125
439.658   -0.547042667865753   -148.526779174805
439.761   -0.54306948184967   -151.829132080078
439.865   -0.55493837594986   -154.979400634766
439.968   -0.55493837594986   -157.712326049805
440.072   -0.55493837594986   -158.926956176758
440.175   -0.552964448928833   -160.179489135742
440.279   -0.562859416007996   -162.988693237305
440.382   -0.541095554828644   -164.962219238281
440.486   -0.556912302970886   -169.175537109375
440.589   -0.547042667865753   -169.896545410156
440.693   -0.558886229991913   -171.680603027344
440.796   -0.535173773765564   -171.339050292969
440.9   -0.547042667865753   -174.413528442383
441.003   -0.558886229991913   -178.323181152344
441.107   -0.55493837594986   -178.323181152344
441.21   -0.54901659488678   -180.714553833008
441.313   -0.547042667865753   -182.194946289063
441.417   -0.54306948184967   -185.041564941406
441.52   -0.537147700786591   -186.711929321289
