"sec"   "mA"   "mV"
7.103   -617.572814941406   -317.436096191406
7.113   -617.572814941406   -317.891967773438
7.123   -617.592163085938   -318.575256347656
7.133   -617.592163085938   -318.613159179688
7.143   -617.572814941406   -317.664031982422
7.153   -617.572814941406   -316.790710449219
7.163   -617.592163085938   -317.094451904297
7.173   -617.631042480469   -317.626129150391
7.183   -617.650451660156   -317.854064941406
7.193   -617.631042480469   -318.461547851563
7.203   -617.592163085938   -318.233612060547
7.213   -617.592163085938   -317.929870605469
7.223   -617.592163085938   -317.701934814453
7.233   -617.553405761719   -317.929870605469
7.244   -617.553405761719   -318.347320556641
7.254   -617.572814941406   -318.841094970703
7.264   -617.572814941406   -319.334869384766
7.274   -617.534057617188   -319.486511230469
7.284   -617.592163085938   -319.866058349609
7.294   -617.631042480469   -320.018157958984
7.304   -617.650451660156   -320.549835205078
7.314   -617.650451660156   -321.536895751953
7.324   -617.631042480469   -321.992279052734
7.334   -617.631042480469   -322.448120117188
7.344   -617.592163085938   -322.827697753906
7.354   -617.553405761719   -323.283538818359
7.364   -617.572814941406   -323.966857910156
7.374   -617.631042480469   -323.510986328125
7.384   -617.631042480469   -322.751861572266
7.394   -617.572814941406   -322.865600585938
7.405   -617.572814941406   -323.207244873047
7.415   -617.572814941406   -323.776824951172
7.425   -617.534057617188   -323.853118896484
7.435   -617.534057617188   -323.510986328125
7.445   -617.592163085938   -323.283538818359
7.455   -617.631042480469   -322.638153076172
7.465   -617.572814941406   -321.878540039063
7.475   -617.572814941406   -321.233154296875
7.485   -617.592163085938   -320.891510009766
7.495   -617.572814941406   -320.815673828125
7.505   -617.572814941406   -321.650604248047
7.515   -617.611694335938   -322.523956298828
7.525   -617.650451660156   -322.713958740234
7.535   -617.592163085938   -322.448120117188
7.545   -617.572814941406   -322.599761962891
7.555   -617.592163085938   -323.207244873047
7.566   -617.534057617188   -323.891052246094
7.576   -617.572814941406   -324.194793701172
7.586   -617.592163085938   -323.853118896484
7.596   -617.650451660156   -322.865600585938
7.606   -617.592163085938   -323.625213623047
7.616   -617.592163085938   -324.764373779297
7.626   -617.592163085938   -324.953918457031
7.636   -617.611694335938   -323.853118896484
7.646   -617.592163085938   -323.435180664063
7.656   -617.572814941406   -324.232696533203
7.666   -617.592163085938   -325.409759521484
7.676   -617.592163085938   -325.789337158203
7.686   -617.592163085938   -326.168884277344
7.696   -617.631042480469   -326.017242431641
7.706   -617.592163085938   -325.827239990234
7.716   -617.631042480469   -326.130981445313
7.727   -617.631042480469   -326.586822509766
7.737   -617.553405761719   -326.7763671875
7.747   -617.611694335938   -327.155944824219
7.757   -617.572814941406   -327.498077392578
7.767   -617.631042480469   -328.105560302734
7.777   -617.592163085938   -328.067169189453
7.787   -617.553405761719   -327.611785888672
7.797   -617.592163085938   -328.067169189453
7.807   -617.592163085938   -329.358459472656
7.817   -617.534057617188   -329.700103759766
7.827   -617.572814941406   -329.585876464844
7.837   -617.592163085938   -329.282135009766
7.847   -617.572814941406   -329.851715087891
7.857   -617.592163085938   -329.700103759766
7.867   -617.572814941406   -329.510070800781
7.877   -617.592163085938   -329.547973632813
7.888   -617.631042480469   -329.662200927734
7.898   -617.572814941406   -329.8896484375
7.908   -617.495178222656   -330.155487060547
7.918   -617.592163085938   -330.117553710938
7.928   -617.572814941406   -329.434265136719
7.938   -617.631042480469   -330.003845214844
7.948   -617.631042480469   -330.877166748047
7.958   -617.572814941406   -331.788391113281
7.968   -617.572814941406   -332.358001708984
7.978   -617.572814941406   -332.015838623047
7.988   -617.534057617188   -331.788391113281
7.998   -617.534057617188   -331.560485839844
8.008   -617.592163085938   -331.636291503906
8.018   -617.631042480469   -331.066711425781
8.028   -617.631042480469   -331.02880859375
8.039   -617.553405761719   -331.180908203125
8.049   -617.534057617188   -331.294647216797
8.059   -617.572814941406   -330.915069580078
8.069   -617.534057617188   -330.003845214844
8.079   -617.592163085938   -331.066711425781
8.089   -617.572814941406   -331.143005371094
8.099   -617.592163085938   -331.977935791016
8.109   -617.611694335938   -332.130065917969
8.119   -617.553405761719   -331.408355712891
8.129   -617.534057617188   -330.952972412109
8.139   -617.592163085938   -331.560485839844
8.149   -617.592163085938   -331.674194335938
8.159   -617.553405761719   -331.180908203125
8.169   -617.534057617188   -330.877166748047
8.179   -617.534057617188   -330.877166748047
8.189   -617.534057617188   -331.674194335938
8.2   -617.592163085938   -332.585418701172
8.21   -617.592163085938   -333.079193115234
8.22   -617.572814941406   -333.420837402344
8.23   -617.631042480469   -333.420837402344
8.24   -617.611694335938   -332.927093505859
8.25   -617.572814941406   -333.154998779297
8.26   -617.611694335938   -332.851257324219
8.27   -617.592163085938   -332.16796875
8.28   -617.534057617188   -331.788391113281
8.29   -617.534057617188   -331.940032958984
8.3   -617.592163085938   -333.003387451172
8.31   -617.611694335938   -333.648773193359
8.32   -617.572814941406   -334.142059326172
8.33   -617.572814941406   -334.484191894531
8.34   -617.592163085938   -334.294189453125
8.351   -617.572814941406   -333.724609375
8.361   -617.553405761719   -333.724609375
8.371   -617.553405761719   -334.787933349609
8.381   -617.592163085938   -335.129608154297
8.391   -617.650451660156   -334.787933349609
8.401   -617.611694335938   -334.218353271484
8.411   -617.592163085938   -333.648773193359
8.421   -617.553405761719   -331.598388671875
8.431   -617.572814941406   -332.661743164063
8.441   -617.592163085938   -333.990447998047
8.451   -617.592163085938   -333.838317871094
8.461   -617.553405761719   -333.572967529297
8.471   -617.514526367188   -333.192932128906
8.481   -617.592163085938   -333.30712890625
8.491   -617.631042480469   -333.572967529297
8.502   -617.631042480469   -333.496673583984
8.512   -617.572814941406   -333.534576416016
8.522   -617.572814941406   -334.218353271484
8.532   -617.592163085938   -334.635833740234
8.542   -617.592163085938   -334.256256103516
8.552   -617.611694335938   -333.724609375
8.562   -617.572814941406   -334.142059326172
8.572   -617.534057617188   -335.319122314453
8.582   -617.572814941406   -335.774993896484
8.592   -617.592163085938   -335.015380859375
8.602   -617.495178222656   -335.243316650391
8.612   -617.495178222656   -335.433349609375
8.622   -617.534057617188   -335.357055664063
8.632   -617.572814941406   -336.078735351563
8.642   -617.650451660156   -336.230377197266
8.652   -617.631042480469   -336.154541015625
8.663   -617.572814941406   -336.230377197266
8.673   -617.534057617188   -335.812896728516
8.683   -617.572814941406   -335.774993896484
8.693   -617.611694335938   -335.660797119141
8.703   -617.631042480469   -336.420379638672
8.713   -617.592163085938   -336.914154052734
8.723   -617.572814941406   -337.255798339844
8.733   -617.553405761719   -337.065795898438
8.743   -617.534057617188   -336.534118652344
8.753   -617.572814941406   -337.179504394531
8.763   -617.553405761719   -337.179504394531
8.773   -617.592163085938   -337.445343017578
8.783   -617.592163085938   -338.242858886719
8.793   -617.592163085938   -338.774536132813
8.803   -617.631042480469   -339.685760498047
8.814   -617.592163085938   -340.444885253906
8.824   -617.534057617188   -341.470336914063
8.834   -617.534057617188   -341.925720214844
8.844   -617.572814941406   -341.356109619141
8.854   -617.611694335938   -340.141143798828
8.864   -617.650451660156   -340.862854003906
8.874   -617.631042480469   -341.508239746094
8.884   -617.611694335938   -340.710723876953
8.894   -617.631042480469   -339.875305175781
8.904   -617.631042480469   -339.723663330078
8.914   -617.592163085938   -339.571563720703
8.924   -617.572814941406   -339.647857666016
8.934   -617.592163085938   -338.850341796875
8.944   -617.534057617188   -338.129150390625
8.954   -617.495178222656   -338.242858886719
8.964   -617.553405761719   -338.660339355469
8.975   -617.592163085938   -339.457855224609
8.985   -617.631042480469   -340.559112548828
8.995   -617.572814941406   -340.482788085938
9.005   -617.534057617188   -340.103240966797
9.015   -617.572814941406   -340.406982421875
9.025   -617.592163085938   -340.786529541016
9.035   -617.592163085938   -340.786529541016
9.045   -617.592163085938   -341.356109619141
9.055   -617.611694335938   -341.849884033203
9.065   -617.631042480469   -341.697784423828
9.075   -617.592163085938   -340.255340576172
9.085   -617.572814941406   -336.837860107422
9.095   -617.534057617188   -336.762054443359
9.105   -617.534057617188   -336.420379638672
9.115   -617.534057617188   -336.914154052734
9.126   -617.592163085938   -337.977020263672
9.136   -617.631042480469   -338.622406005859
9.146   -617.631042480469   -339.040374755859
9.156   -617.592163085938   -339.154083251953
9.166   -617.572814941406   -339.116180419922
9.176   -617.611694335938   -339.571563720703
9.186   -617.631042480469   -340.331176757813
9.196   -617.631042480469   -340.938659667969
9.206   -617.650451660156   -341.508239746094
9.216   -617.650451660156   -341.204498291016
9.226   -617.669799804688   -340.634918212891
9.236   -617.631042480469   -340.331176757813
9.246   -617.572814941406   -340.786529541016
9.256   -617.631042480469   -339.875305175781
9.266   -617.572814941406   -340.141143798828
9.276   -617.553405761719   -341.014465332031
9.286   -617.572814941406   -341.621948242188
9.297   -617.572814941406   -341.811981201172
9.307   -617.572814941406   -341.508239746094
9.317   -617.572814941406   -341.774078369141
9.327   -617.534057617188   -342.001525878906
9.337   -617.495178222656   -342.989044189453
9.347   -617.534057617188   -343.634460449219
9.357   -617.592163085938   -342.419464111328
9.367   -617.631042480469   -341.356109619141
9.377   -617.631042480469   -341.470336914063
9.387   -617.611694335938   -341.621948242188
9.397   -617.631042480469   -341.356109619141
9.407   -617.572814941406   -341.014465332031
9.417   -617.534057617188   -340.9765625
9.427   -617.572814941406   -342.229461669922
9.437   -617.572814941406   -342.533203125
9.447   -617.592163085938   -343.216491699219
9.458   -617.592163085938   -344.204040527344
9.468   -617.534057617188   -344.317749023438
9.478   -617.534057617188   -345.191070556641
9.488   -617.592163085938   -345.304809570313
9.498   -617.631042480469   -344.887329101563
9.508   -617.631042480469   -344.697326660156
9.518   -617.631042480469   -344.697326660156
9.528   -617.650451660156   -344.507781982422
9.538   -617.611694335938   -343.710266113281
9.548   -617.592163085938   -343.444427490234
9.558   -617.650451660156   -343.558166503906
9.568   -617.611694335938   -342.912750244141
9.578   -617.592163085938   -341.811981201172
9.588   -617.572814941406   -341.052368164063
9.598   -617.572814941406   -341.39404296875
9.608   -617.592163085938   -341.356109619141
9.619   -617.592163085938   -341.925720214844
9.629   -617.611694335938   -342.267364501953
9.639   -617.572814941406   -342.419464111328
9.649   -617.592163085938   -341.280303955078
9.659   -617.592163085938   -340.786529541016
9.669   -617.534057617188   -340.900756835938
9.679   -617.534057617188   -341.546142578125
9.689   -617.514526367188   -342.571105957031
9.699   -617.534057617188   -343.216491699219
9.709   -617.572814941406   -343.330718994141
9.719   -617.592163085938   -343.938201904297
9.729   -617.631042480469   -344.279846191406
9.739   -617.592163085938   -344.469390869141
9.749   -617.592163085938   -344.8115234375
9.759   -617.553405761719   -345.760681152344
9.769   -617.534057617188   -345.570648193359
9.78   -617.553405761719   -345.988098144531
9.79   -617.572814941406   -346.861450195313
9.8   -617.534057617188   -346.519775390625
9.81   -617.514526367188   -345.798583984375
9.82   -617.572814941406   -345.836486816406
9.83   -617.572814941406   -345.722747802734
9.84   -617.572814941406   -346.595611572266
9.85   -617.592163085938   -348.000610351563
9.86   -617.572814941406   -348.152709960938
9.87   -617.572814941406   -347.013549804688
9.88   -617.611694335938   -346.634002685547
9.89   -617.650451660156   -346.481872558594
9.9   -617.611694335938   -346.330261230469
9.91   -617.534057617188   -346.519775390625
9.92   -617.534057617188   -347.5068359375
9.931   -617.572814941406   -348.532287597656
9.941   -617.534057617188   -348.911834716797
9.951   -617.553405761719   -349.139770507813
9.961   -617.572814941406   -349.519317626953
9.971   -617.534057617188   -349.139770507813
9.981   -617.514526367188   -349.443511962891
9.991   -617.572814941406   -350.164733886719
10.001   -617.592163085938   -349.139770507813
10.012   -615.690368652344   -347.08935546875
10.022   -312.301818847656   -183.105072021484
10.032   -9.06849002838135   -8.86925220489502
10.043   -7.26355361938477   5.48256969451904
10.053   -7.72931957244873   10.836254119873
10.063   -50.6381683349609   -19.3486919403076
10.073   -6.99204301834106   18.9615497589111
10.083   -6.42914915084839   21.2772998809814
10.093   -6.37102174758911   22.7202110290527
10.103   -6.64253234863281   23.6693515777588
10.113   -6.81716346740723   24.2768421173096
10.123   -6.93366718292236   24.9601459503174
10.133   -7.34130525588989   25.2259826660156
10.143   -7.962327003479   25.1501693725586
10.153   -36.8785705566406   2.14137625694275
10.164   -36.723316192627   1.79972422122955
10.174   -7.45780897140503   25.6439361572266
10.184   -6.40977334976196   27.618034362793
10.194   -5.944007396698   28.7572002410889
10.204   -6.37102174758911   28.8330135345459
10.214   -6.75903558731079   28.9088287353516
10.224   -6.64253234863281   29.1746654510498
10.234   -6.72028398513794   29.7442493438721
10.244   -6.8561635017395   29.9721794128418
10.254   -7.10829830169678   30.0479927062988
10.264   -7.47718477249146   30.0479927062988
10.274   -8.02045440673828   29.7063407897949
10.284   -57.8964195251465   -13.7670764923096
10.295   -57.2947731018066   -13.5396327972412
10.305   -6.81716346740723   30.8455066680908
10.315   -6.15739011764526   31.9462795257568
10.325   -6.17676591873169   32.2879295349121
10.335   -6.72028398513794   31.9841861724854
10.345   -6.7977876663208   31.9462795257568
10.355   -6.56502866744995   32.3263244628906
10.365   -6.62315607070923   32.477954864502
10.375   -6.89491510391235   32.477954864502
10.385   -7.14729833602905   32.3263244628906
10.395   -7.45780897140503   32.2879295349121
10.405   -17.5881576538086   24.3147487640381
10.415   -20.5767612457275   20.2523441314697
10.426   -10.7375469207764   28.4534549713135
10.436   -6.5262770652771   33.5413055419922
10.446   -5.944007396698   34.2625160217285
10.456   -6.2738938331604   34.0345840454102
10.466   -6.73965978622437   33.7308387756348
10.476   -6.66190814971924   33.7687492370605
10.486   -6.50665283203125   34.1487922668457
10.496   -6.64253234863281   34.1104011535645
10.506   -6.83678770065308   34.1487922668457
10.516   -6.97241878509521   33.9966773986816
10.526   -7.34130525588989   33.7308387756348
10.536   -8.02045440673828   33.3891868591309
10.546   -69.7927017211914   -18.9686470031738
10.557   -69.3463134765625   -19.0449466705322
10.567   -6.29326963424683   35.0600280761719
10.577   -6.0215106010437   35.2495651245117
10.587   -6.50665283203125   34.9837265014648
10.597   -6.77841138839722   34.8320960998535
10.607   -6.64253234863281   35.1737518310547
10.617   -6.5262770652771   35.0600280761719
10.627   -6.68153238296509   34.9079132080078
10.637   -6.87553930282593   35.0216331481934
10.647   -7.1276741027832   35.0216331481934
10.657   -7.65181589126587   34.6041679382324
10.667   -8.38934135437012   34.2625160217285
10.677   -65.6395645141602   -16.3870582580566
10.688   -64.9216613769531   -16.0454063415527
10.698   -6.89491510391235   35.0979347229004
10.708   -6.15739011764526   36.0470771789551
10.718   -6.15739011764526   36.1228904724121
10.728   -6.77841138839722   35.8191452026367
10.738   -6.62315607070923   36.0091705322266
10.748   -6.62315607070923   36.0470771789551
10.758   -6.77841138839722   35.971263885498
10.768   -6.93366718292236   36.0470771789551
10.778   -7.24417781829834   35.6675186157227
10.788   -7.78769540786743   35.2874717712402
10.798   -10.407660484314   33.0854454040527
10.808   -21.3530387878418   22.0369052886963
10.819   -18.616569519043   24.0868186950684
10.829   -6.68153238296509   36.1228904724121
10.839   -6.04088640213013   36.7303810119629
10.849   -6.25451803207397   36.7682876586914
10.859   -6.68153238296509   36.6166610717773
10.869   -6.70090818405151   36.7682876586914
10.879   -6.6037802696228   36.7682876586914
10.889   -6.72028398513794   36.7682876586914
10.899   -7.08892250061035   36.464542388916
10.909   -7.41880893707275   36.388729095459
10.919   -7.962327003479   36.1228904724121
10.929   -41.5168571472168   7.6466908454895
10.939   -41.1482162475586   6.9254789352417
10.95   -7.26355361938477   35.3253784179688
10.96   -6.44852495193481   36.9204025268555
10.97   -6.00213479995728   37.6037101745605
10.98   -6.46790075302124   37.3757781982422
10.99   -6.77841138839722   37.2620582580566
11   -6.66190814971924   37.1862411499023
